p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cluster;gene
7,15E+01;0.285213725201743;0.555;0.407;1,84E+06;4;PHKB
7,78E+01;0.267299558786454;0.72;0.572;2,00E+06;4;ACTR2
1,50E+02;0.308946071288341;0.436;0.304;3,87E+06;4;ST8SIA4
1,66E+02;0.274353063467393;0.561;0.419;4,26E+06;4;LARP4B
2,16E+02;0.262146480596489;0.422;0.281;5,56E+06;4;ANKS1A
2,30E+02;0.253718624496749;0.5;0.353;5,92E+05;4;ARMH3
4,81E+02;0.28122175157297;0.642;0.497;1,24E+07;4;DIP2B
9,33E+02;0.253019997045149;0.502;0.361;2,40E+07;4;USP3-AS1
1,15E+03;0.25413710971851;0.417;0.285;2,96E+07;4;GSE1
1,61E+01;0.302516828681017;0.877;0.799;4,15E+07;4;SSH2
3,03E+03;0.265934074854277;0.678;0.55;7,78E+07;4;ITFG1
3,26E+03;0.27873250651897;0.786;0.66;8,39E+07;4;MBP
4,58E+01;0.267721119095095;0.394;0.267;1,18E+08;4;ZCCHC2
4,71E+03;0.26512815294143;0.604;0.476;1,21E+08;4;RASSF3
5,33E+03;0.287618806075645;0.672;0.546;1,37E+08;4;STAT3
7,14E+03;0.288442685397269;0.498;0.364;1,84E+08;4;B4GALT1
1,31E+04;0.269515307767336;0.513;0.383;3,37E+08;4;SOS2
1,50E+04;0.274108347855672;0.608;0.482;3,86E+08;4;TENT2
1,87E+04;0.251336716578877;0.538;0.407;4,81E+08;4;ZFAND6
4,46E+04;0.26055875482063;0.523;0.393;1,15E+09;4;MYO5A
5,30E+04;0.256732945608828;0.574;0.441;1,36E+09;4;TBL1X
5,40E+04;0.256744622679067;0.36;0.244;1,39E+09;4;LMTK2
9,72E+03;0.255324951847125;0.4;0.287;2,50E+09;4;SMURF1
1,64E+05;0.259695557563748;0.653;0.524;4,23E+08;4;RAP1A
5,50E+05;0.344703133518639;0.803;0.74;0.000141348307832969;4;CD44
7,04E+08;0.257598226103357;0.413;0.326;0.181083873202898;4;SAMSN1
1,86E-186;140.864.059.663.088;0.868;0.252;4,79E-182;5;PID1
1,08E-171;108.882.524.707.474;0.941;0.323;2,77E-167;5;TNFAIP2
1,11E-152;134.624.699.352.961;0.991;0.411;2,86E-148;5;SLC8A1
6,88E-142;124.571.902.183.959;1;0.704;1,77E-137;5;AOAH
1,70E-135;0.982124739682823;0.805;0.26;4,38E-131;5;RTN1
4,99E-132;0.968837751943807;0.871;0.318;1,28E-125;5;CPVL
8,78E-127;117.156.691.977.905;0.989;0.51;2,26E-123;5;JAK2
1,24E-127;0.942325745477216;0.853;0.293;3,18E-123;5;TCF7L2
1,07E-123;0.999923260572878;0.83;0.305;2,74E-118;5;CLEC7A
1,17E-121;109.159.194.291.618;0.993;0.55;3,02E-117;5;TYMP
1,93E-121;0.989999463170377;0.923;0.374;4,96E-117;5;MCTP1
5,80E-121;0.966863760135112;0.914;0.354;1,49E-116;5;DMXL2
2,84E-119;116.076.536.789.091;1;0.805;7,29E-115;5;NEAT1
8,20E-116;0.957821759909079;0.9;0.379;2,11E-111;5;FAM49A
2,95E-113;10.282.332.562.653;0.957;0.428;7,59E-109;5;NAMPT
7,52E-114;0.960559523147143;0.918;0.415;1,93E-108;5;C9orf72
9,04E-112;103.574.797.012.341;0.982;0.472;2,32E-107;5;FCN1
3,80E-107;100.290.621.102.233;0.998;0.428;9,77E-103;5;PLXDC2
6,80E-103;118.633.074.608.058;0.995;0.629;1,75E-98;5;SAT1
1,67E-97;0.87626445157951;0.977;0.615;4,29E-93;5;PSAP
9,32E-97;0.704210269042799;0.617;0.192;2,40E-93;5;ATF3
1,08E-96;0.799592467643634;0.837;0.322;2,78E-92;5;TLR2
4,32E-95;0.935728977219009;0.995;0.657;1,11E-90;5;FOS
5,03E-95;0.836108912055109;0.832;0.33;1,29E-90;5;GAS7
9,40E-94;0.908327103449827;0.846;0.358;2,42E-89;5;WARS
1,30E-93;0.709346779897391;0.873;0.323;3,34E-89;5;CSF3R
5,11E-93;0.668786535999556;0.626;0.194;1,31E-89;5;SLC8A1-AS1
2,75E-92;0.97240995318306;0.948;0.525;7,06E-87;5;SCLT1
3,65E-91;0.655586034299884;0.626;0.2;9,40E-88;5;EPB41L3
3,91E-91;0.869001874231386;0.914;0.415;1,01E-86;5;TBXAS1
1,59E-89;0.912872073349206;0.821;0.352;4,10E-85;5;CD83
2,42E-89;0.874437344051401;0.984;0.585;6,23E-86;5;DENND1A
5,11E-89;0.661049057884354;0.587;0.18;1,31E-85;5;ADGRE2
6,05E-89;103.112.442.660.526;0.98;0.64;1,56E-85;5;LYZ
5,28E-89;0.828309630038062;0.939;0.393;1,36E-83;5;LRMDA
2,46E-87;0.703150143755568;0.744;0.277;6,33E-83;5;MS4A6A
7,65E-87;0.77075380202149;0.78;0.304;1,97E-82;5;FGD4
1,76E-86;0.736024978575349;0.839;0.331;4,52E-82;5;AC020916.1
5,09E-86;0.796015657712397;0.889;0.41;1,31E-81;5;CYBB
8,22E-86;0.783301284847589;0.85;0.359;2,11E-81;5;HCK
3,57E-85;0.818543554290806;0.816;0.344;9,19E-81;5;CPPED1
6,65E-84;0.713172103748296;0.726;0.275;1,71E-79;5;IL15
1,77E-83;0.775750203379815;0.989;0.583;4,56E-79;5;HLA-DRA
3,92E-82;0.751130305210804;0.9;0.379;1,01E-77;5;RBM47
1,11E-81;0.898129225793765;0.946;0.575;2,86E-78;5;PARP14
1,91E-81;0.711250659129865;0.719;0.273;4,90E-77;5;KLF4
2,52E-81;0.963305641935255;0.991;0.587;6,47E-77;5;ZEB2
2,78E-81;0.789661502958099;0.871;0.434;7,16E-77;5;ZFP36
4,27E-80;0.804488388807876;0.83;0.386;1,10E-75;5;ATP2B1-AS1
6,39E-80;0.648137143954223;0.726;0.282;1,64E-75;5;FGD2
9,74E-79;0.510599121603022;0.512;0.149;2,50E-74;5;CD300E
3,71E-78;107.155.846.999.319;0.943;0.636;9,55E-74;5;ADGRE5
2,04E-77;0.721697227768827;0.689;0.258;5,25E-73;5;MYOF
3,90E-76;0.690572424300341;0.714;0.29;1,00E-72;5;FGL2
1,93E-75;0.608198795078649;0.673;0.247;4,97E-71;5;LRP1
2,87E-75;0.666340822508462;0.698;0.271;7,38E-71;5;EMILIN2
5,11E-75;0.805700986552609;1;0.852;1,31E-70;5;DPYD
5,65E-75;0.677847920249069;0.871;0.359;1,45E-70;5;IRAK3
3,71E-74;0.779265428596252;0.93;0.489;9,53E-70;5;BACH1
4,09E-72;0.753346547572145;0.955;0.603;1,05E-67;5;FTH1
2,93E-71;0.78091428055863;0.934;0.549;7,54E-67;5;QKI
8,70E-71;0.671432357121379;0.803;0.381;2,24E-66;5;JAML
8,88E-71;0.666326056134875;0.798;0.35;2,28E-66;5;PSTPIP2
1,16E-70;0.594962494151151;0.354;0.083;2,98E-66;5;SASH1
1,71E-70;0.75452181158474;0.857;0.408;4,41E-67;5;PTPRE
2,01E-70;0.603637523376761;0.619;0.226;5,18E-66;5;DUSP6
2,47E-70;0.676410382104759;0.873;0.385;6,34E-66;5;GAB2
1,31E-69;0.767221228190615;0.946;0.599;3,36E-65;5;DUSP1
1,74E-69;0.840779602362111;0.961;0.563;4,46E-65;5;LYST
3,27E-69;0.664453590038256;0.823;0.336;8,42E-65;5;CD36
7,11E-69;0.662277098090494;0.642;0.242;1,83E-64;5;SLC31A2
1,58E-68;0.59470749871593;0.76;0.308;4,05E-65;5;STX11
1,95E-68;0.772213443201518;0.989;0.869;5,02E-64;5;UTRN
3,18E-67;0.480509338945275;0.458;0.134;8,17E-63;5;ARHGEF10L
5,80E-67;0.800219307507239;0.986;0.568;1,49E-62;5;LYN
8,69E-67;0.660801949658404;0.866;0.406;2,23E-62;5;GRK3
1,76E-66;0.661575256599248;0.696;0.279;4,53E-62;5;RIPK2
8,22E-66;0.603999789475412;0.762;0.321;2,11E-61;5;ALOX5
2,02E-65;0.706608055479861;0.871;0.429;5,18E-61;5;SYK
3,48E-67;0.813073827695139;0.977;0.71;8,95E-62;5;SRGN
4,29E-65;0.728482838004222;0.968;0.67;1,10E-60;5;CTSS
8,64E-66;0.671436770330561;0.819;0.402;2,22E-60;5;TNFRSF1B
5,03E-64;0.549523940462234;0.678;0.26;1,29E-60;5;WDFY3
2,15E-63;0.685535938477689;0.998;0.893;5,54E-59;5;DOCK8
1,07E-62;0.648430243054403;0.712;0.316;2,76E-58;5;LAP3
1,22E-62;0.592563133347438;0.68;0.264;3,14E-58;5;CREB5
3,84E-62;0.637834150072909;0.753;0.337;9,87E-58;5;EVI5
9,02E-62;0.742993028419237;0.748;0.353;2,32E-57;5;TNFSF10
8,58E-61;0.794809302323774;0.939;0.627;2,21E-56;5;ETV6
1,58E-60;0.656078189522402;0.712;0.298;4,05E-56;5;SULF2
2,45E-60;0.770506860305921;0.807;0.387;6,29E-56;5;MAML3
4,12E-60;0.689713440927137;0.803;0.412;1,06E-55;5;NOTCH2
7,59E-61;0.755589483499064;0.728;0.353;1,95E-55;5;AC009093.2
1,05E-59;0.562293377585163;0.991;0.779;2,70E-55;5;CD74
2,44E-59;0.601428109155688;0.717;0.317;6,27E-55;5;TOM1
3,05E-59;0.678953576821693;0.864;0.439;7,85E-55;5;ADAMTSL4-AS1
1,47E-58;0.728542688018416;0.977;0.642;3,78E-54;5;ARHGAP26
2,73E-58;0.718304757476544;0.825;0.43;7,02E-54;5;AC022217.3
6,21E-58;0.551318588540829;0.664;0.275;1,60E-53;5;PAK1
1,13E-57;0.473709528028287;0.497;0.168;2,92E-53;5;FCGR2A
1,29E-57;0.521096493668315;0.531;0.189;3,32E-53;5;ADAP2
2,22E-57;0.684886714797652;0.637;0.269;5,71E-54;5;IFI44L
2,25E-57;0.711582030229571;0.934;0.555;5,78E-53;5;VMP1
4,85E-57;0.757867620663109;0.88;0.528;1,25E-53;5;FOSB
1,37E-56;0.440479424716854;0.467;0.151;3,53E-52;5;AC090559.1
1,45E-56;0.684051513350944;0.785;0.4;3,73E-52;5;TET3
3,06E-56;0.711792496194139;0.834;0.456;7,88E-52;5;EPSTI1
3,77E-56;0.554914555749632;0.721;0.326;9,69E-52;5;SERPINA1
3,93E-56;0.546402576921318;0.805;0.387;1,01E-51;5;HLA-DQB1
5,69E-56;0.631093832174683;0.785;0.378;1,46E-51;5;RNF130
2,06E-55;0.6192260383837;0.683;0.299;5,30E-51;5;ACER3
2,67E-55;0.491387473348675;0.454;0.146;6,86E-51;5;PLA2G4A
3,08E-55;0.564406271631581;0.569;0.214;7,92E-51;5;CD86
1,06E-54;0.51326792073594;0.565;0.209;2,72E-50;5;CSF2RA
2,64E-54;0.543441063690028;0.574;0.22;6,78E-50;5;ZFHX3
8,09E-54;0.613982903733693;0.683;0.316;2,08E-50;5;ARRB1
1,02E-53;0.559093948404283;0.485;0.167;2,62E-49;5;LINC00877
1,32E-53;0.589503647683834;0.583;0.238;3,39E-49;5;RASGEF1B
1,53E-53;0.675443263083698;0.673;0.302;3,93E-50;5;AHR
1,62E-53;0.618232641977101;0.488;0.17;4,18E-49;5;AL157871.4
1,80E-53;0.498023675514844;0.88;0.457;4,62E-50;5;HLA-DRB1
2,30E-53;0.526210989965661;0.735;0.33;5,91E-49;5;IFI30
3,88E-53;0.486124097481423;0.587;0.23;9,98E-49;5;SCO2
4,02E-53;0.659869378056963;0.875;0.492;1,03E-48;5;SBF2
7,62E-53;0.579834114183133;0.694;0.3;1,96E-48;5;DOCK5
2,01E-52;0.54137951027715;0.687;0.303;5,18E-48;5;FGR
4,71E-52;0.55280101092813;0.617;0.255;1,21E-47;5;PILRA
8,44E-53;0.704134257421965;0.88;0.519;2,17E-47;5;ZSWIM6
1,40E-51;0.465734203445766;0.451;0.149;3,61E-47;5;SHTN1
1,58E-51;0.571317530664799;0.633;0.269;4,06E-47;5;TNS3
1,94E-51;0.502980745851803;0.605;0.245;4,98E-47;5;MPEG1
1,97E-51;0.518843559823958;0.619;0.252;5,08E-47;5;TMEM176B
5,67E-51;0.507370551327506;0.612;0.249;1,46E-46;5;CIITA
7,79E-51;0.52763071248969;0.567;0.219;2,00E-46;5;LRRK1
3,92E-50;0.634590278004763;0.918;0.491;1,01E-46;5;MARCH1
6,40E-51;0.658260591020517;0.714;0.333;1,65E-45;5;RRP12
1,16E-49;0.501078187990638;0.56;0.215;2,99E-45;5;TFEC
1,23E-49;0.581678589940393;0.633;0.279;3,17E-45;5;ZNF710
2,89E-49;0.626095357650923;0.871;0.5;7,43E-45;5;NUMB
4,13E-50;0.510916011474553;0.594;0.241;1,06E-44;5;ITGAX
1,13E-48;0.599979592629874;0.512;0.194;2,91E-44;5;FRMD4B
2,68E-50;0.532634087477853;0.551;0.217;6,88E-44;5;TBC1D8
4,39E-48;0.582707510506468;0.841;0.484;1,13E-43;5;MCL1
9,79E-48;0.716623267605565;0.832;0.467;2,52E-43;5;UBE2E2
5,98E-47;0.353184793728021;0.315;0.084;1,54E-42;5;SIGLEC1
6,82E-47;0.436944665518107;0.488;0.175;1,75E-42;5;NLRP3
6,97E-47;0.527637688493387;0.719;0.32;1,79E-42;5;MTSS1
7,44E-47;0.601764763023098;0.991;0.811;1,91E-43;5;USP15
7,65E-47;0.530461994771732;0.68;0.315;1,97E-42;5;SRGAP2
1,05E-46;0.5375361624209;0.778;0.361;2,69E-42;5;LRRK2
2,35E-46;0.544648889215564;0.746;0.375;6,03E-43;5;STAT2
1,83E-45;0.341418274309033;0.878;0.4;4,71E-41;5;VCAN
2,12E-46;0.447203412931972;0.476;0.171;5,44E-43;5;DAPK1
2,85E-45;0.549765066937652;0.705;0.325;7,32E-41;5;KYNU
5,34E-45;0.584298436427559;0.669;0.306;1,37E-40;5;RAB31
4,28E-45;0.588853834300506;0.984;0.825;1,10E-39;5;STK17B
6,14E-45;0.431052932441419;0.429;0.149;1,58E-40;5;AC006160.1
8,68E-44;0.539392054181535;0.839;0.423;2,23E-40;5;MEF2C
1,17E-44;0.619324901148862;0.939;0.572;3,01E-39;5;MYO1F
2,37E-43;0.532941007782636;0.608;0.265;6,08E-39;5;ENTPD1
3,12E-43;0.479629855521914;0.626;0.266;8,03E-39;5;CLEC12A
3,73E-43;0.468319949689588;0.558;0.232;9,60E-39;5;SESTD1
4,80E-43;0.636533488947419;0.923;0.602;1,24E-38;5;ATG7
6,60E-43;0.444267973797468;0.615;0.264;1,70E-38;5;NCF2
8,86E-43;0.532287507574987;0.803;0.431;2,28E-38;5;TET2
1,20E-42;0.584056716020345;0.873;0.521;3,10E-38;5;AHNAK
2,72E-42;0.583363081699432;0.644;0.295;6,99E-39;5;RGS2
5,24E-42;0.534367857672612;0.571;0.246;1,35E-37;5;MARCKS
7,24E-42;0.575185884948672;0.823;0.442;1,86E-38;5;RAB11FIP1
8,09E-42;0.48515597978357;0.522;0.209;2,08E-37;5;KDM1B
1,29E-41;0.411757320519647;0.399;0.134;3,32E-37;5;AC066613.2
1,46E-41;0.611238848969809;0.907;0.561;3,76E-37;5;DLEU2
2,69E-41;0.450995568154037;0.998;1;6,91E-37;5;MT-CO1
6,00E-41;0.542539616695886;0.8;0.417;1,54E-36;5;MNDA
1,01E-40;0.550128350252742;0.599;0.27;2,60E-36;5;GCH1
1,06E-40;0.500901472043314;0.669;0.308;2,72E-36;5;AP003086.1
2,50E-40;0.465204333407803;0.519;0.203;6,43E-36;5;PLAUR
4,26E-40;0.754566280695933;0.864;0.58;1,10E-35;5;CAMK2D
5,90E-40;0.677503816141487;0.676;0.346;1,52E-35;5;NR4A2
7,46E-40;0.613748868334254;0.762;0.401;1,92E-36;5;EXT1
8,48E-40;0.514170663457193;0.435;0.16;2,18E-35;5;YBX3
1,28E-39;0.480426743338098;0.59;0.255;3,28E-35;5;STK3
1,58E-39;0.491925077725032;0.703;0.342;4,07E-35;5;TRIO
1,77E-39;0.459967113523256;0.46;0.172;4,54E-35;5;LPCAT2
2,17E-39;0.46606275078563;0.54;0.227;5,57E-35;5;SLC43A2
2,50E-39;0.44308378129762;0.687;0.307;6,44E-35;5;ACSL1
3,37E-39;0.433459120591337;0.664;0.292;8,67E-35;5;SLC11A1
3,47E-39;0.503002916337414;0.578;0.255;8,92E-35;5;CPNE8
3,80E-39;0.585251795294936;0.853;0.536;9,76E-35;5;GPCPD1
5,26E-39;0.447580020642885;0.508;0.204;1,35E-34;5;CHST15
1,23E-38;0.447601301522772;0.624;0.279;3,16E-34;5;SPI1
1,35E-38;0.501414324933698;0.707;0.367;3,47E-34;5;ADA2
4,01E-38;0.485337034002239;0.995;0.993;1,03E-33;5;MT-ND1
5,64E-38;0.543282275560297;0.887;0.541;1,45E-33;5;CMIP
9,05E-38;0.547605598362333;0.937;0.595;2,33E-33;5;GNAQ
1,31E-38;0.284413391782184;0.252;0.063;3,37E-33;5;ARHGAP22
1,35E-37;0.400185685240655;0.478;0.186;3,46E-33;5;LILRB2
1,53E-37;0.543303376090807;0.744;0.397;3,93E-33;5;ATP11A
1,65E-37;0.459388447146471;0.435;0.162;4,25E-33;5;APOBEC3A
2,45E-37;0.471218020322188;0.646;0.303;6,29E-33;5;CTBP2
4,41E-37;0.459225514675214;0.594;0.268;1,13E-32;5;SNX10
1,06E-36;0.60612679840853;0.887;0.569;2,73E-32;5;DIAPH2
1,56E-36;0.401838679079915;0.494;0.198;4,02E-32;5;RXRA
1,99E-36;0.405073345860072;0.501;0.198;5,12E-33;5;RIN2
3,63E-36;0.408235234629283;0.476;0.191;9,35E-32;5;LILRB3
4,16E-36;0.46393998936222;0.553;0.237;1,07E-31;5;CD14
1,20E-35;0.423795076391825;0.551;0.236;3,10E-31;5;OSCAR
1,71E-35;0.495104804170449;0.744;0.413;4,40E-31;5;VSIR
3,25E-35;0.477176792142517;0.728;0.398;8,35E-31;5;RIC1
3,87E-35;0.400872471264995;0.413;0.151;9,94E-31;5;GLUL
4,11E-35;0.442430713638731;0.642;0.306;1,06E-30;5;GRN
1,06E-34;0.465015638084868;0.662;0.328;2,73E-30;5;PLXNC1
1,47E-34;0.526645180279263;0.556;0.254;3,79E-30;5;CEBPD
2,06E-34;0.452892283291567;0.558;0.249;5,29E-30;5;PLSCR1
